1605953616 0 0 24 0 0
1605953718 0 0 24 0 1159975
1605954368 18 0 24 0 1159975
1605954562 447 0 24 0 1159975
1605954605 447 0 27 0 1159975
1605954653 449 0 27 0 1159975
1605954684 449 0 27 0 1159975
1605954722 449 0 27 0 1159975
1605956624 496 0 27 0 1159975
1605956654 496 0 29 0 1159975
1605957542 496 0 29 5 1159975
1605959485 498 0 29 5 1159975
1605959493 498 0 29 5 1159975
1605964353 532 0 29 5 1159975
1605964871 547 0 29 5 1159975
1605967315 552 0 29 5 1159975
1605973386 554 0 29 5 1159975
1605973539 556 0 29 5 1159975
1605974971 600 0 29 5 1159975
1605976877 1681 0 29 5 1159975
1605978158 1683 0 29 5 1159975
1605981668 1846 0 29 5 1159975
1605983223 1909 0 29 5 1159975
1606031645 1929 0 29 5 1159975
1606031694 1949 0 29 5 1159975
1606043570 2114 0 29 5 1159975
1606043592 2117 0 29 5 1159975
1606193551 2118 0 29 5 1159975
1606194536 2122 0 29 5 1159975
1606227732 2142 0 29 5 1159975
1606228196 2144 0 29 5 1159975
1606228404 2145 0 29 5 1159975
1606241110 2351 0 29 5 1159975
1606241138 2352 0 29 5 1159975
1606352988 2429 0 29 5 1159975
1606365707 2448 0 29 5 1159975
1606376916 2787 0 29 5 1159975
1606383415 2787 0 31 5 1159975
1606398035 2816 0 31 5 1159975
1606398043 2816 0 31 5 1159975
1606401517 2861 0 31 5 1159975
1606411735 2862 0 31 5 1159975
1606411783 2933 0 31 5 1159975
1606412724 2980 0 31 5 1159975
1606469950 3305 0 31 5 1159975
1606475746 3330 0 31 5 1159975
1606487208 3593 0 31 5 1159975
1606490685 3626 0 31 5 1159975
1606490805 3628 0 31 5 1159975
1606492177 3628 0 31 102 1159975
1606492425 3671 0 31 102 1159975
1606492520 3671 0 31 102 1159975
1606495067 3671 0 31 102 1159975
1606505887 4704 0 31 102 1159975
1606507076 4716 0 31 102 1159975
1606507629 4718 0 31 102 1159975
1606511745 4734 0 31 102 1159975
1606511833 4734 0 31 102 1159975
1606519720 4734 34 31 102 1159975
1606519864 4734 49 31 102 1159975
1606519941 4734 72 31 102 1159975
1606520049 4734 129 31 102 1159975
1606520287 4734 130 31 102 1159975
1606521463 4734 135 31 102 1159975
1606526207 4909 135 31 102 1159975
1606526213 4909 135 31 102 1159975
1606526297 4909 135 33 102 1159975
1606526637 4915 135 33 102 1159975
1606578956 4915 135 33 273 1159975
1606582913 5177 135 33 273 1159975
1606582929 5177 135 33 273 1159975
1606585269 5313 135 33 273 1159975
1606591082 5339 135 33 273 1159975
1606591204 5342 135 33 273 1159975
1606642466 5346 135 33 273 1159975
1606657481 5483 135 33 273 1159975
1606659694 5497 135 33 273 1159975
1606667840 5592 135 33 273 1159975
1606674232 5764 135 33 273 1159975
1606675881 5788 135 33 273 1159975
1606679751 5875 135 33 273 1159975
1606682118 5910 135 33 273 1159975
1606682395 5914 135 33 273 1159975
1606683303 6035 135 33 273 1159975
1606685580 6057 135 33 273 1159975
1606687575 6069 135 33 273 1159975
1606688587 6094 135 33 273 1159975
1606695221 6094 183 33 273 1159975
1606698554 6094 202 33 273 1159975
1606726415 6203 202 33 273 1159975
1606728036 6821 202 33 273 1159975
1606728754 6842 202 33 273 1159975
1606734105 6842 205 33 273 1159975
1606734178 6842 257 33 273 1159975
1606734220 6842 341 33 273 1159975
1606734248 6842 405 33 273 1159975
1606739500 6898 405 33 273 1159975
1606741607 6902 405 33 273 1159975
1606742869 6902 499 33 273 1159975
1606742920 6902 661 33 273 1159975
1606742943 6905 661 33 273 1159975
1606742998 6905 661 33 273 1159975
1606743225 7101 661 33 273 1159975
1606746540 7101 765 33 273 1159975
1606746666 7173 765 33 273 1159975
1606838529 7422 765 33 273 1159975
1606839272 7424 765 33 273 1159975
1606841251 7426 765 33 273 1159975
