1605953616 0 0 1 0 0
1605953718 0 0 1 0 1
1605954368 1 0 1 0 1
1605954562 2 0 1 0 1
1605954605 2 0 2 0 1
1605954653 3 0 2 0 1
1605954684 4 0 2 0 1
1605954722 5 0 2 0 1
1605956624 6 0 2 0 1
1605956654 6 0 3 0 1
1605957542 6 0 3 1 1
1605959485 7 0 3 1 1
1605959493 8 0 3 1 1
1605964353 9 0 3 1 1
1605964871 10 0 3 1 1
1605967315 11 0 3 1 1
1605973386 12 0 3 1 1
1605973539 13 0 3 1 1
1605974971 14 0 3 1 1
1605976877 15 0 3 1 1
1605978158 16 0 3 1 1
1605981668 17 0 3 1 1
1605983223 18 0 3 1 1
1606031645 19 0 3 1 1
1606031694 20 0 3 1 1
1606043570 21 0 3 1 1
1606043592 22 0 3 1 1
1606193551 23 0 3 1 1
1606194536 24 0 3 1 1
1606227732 25 0 3 1 1
1606228196 26 0 3 1 1
1606228404 27 0 3 1 1
1606241110 28 0 3 1 1
1606241138 29 0 3 1 1
1606352988 30 0 3 1 1
1606365707 31 0 3 1 1
1606376916 32 0 3 1 1
1606383415 32 0 4 1 1
1606398035 33 0 4 1 1
1606398043 34 0 4 1 1
1606401517 35 0 4 1 1
1606411735 36 0 4 1 1
1606411783 37 0 4 1 1
1606412724 38 0 4 1 1
1606469950 39 0 4 1 1
1606475746 40 0 4 1 1
1606487208 41 0 4 1 1
1606490685 42 0 4 1 1
1606490805 43 0 4 1 1
1606492177 43 0 4 2 1
1606492425 44 0 4 2 1
1606492520 45 0 4 2 1
1606495067 46 0 4 2 1
1606505887 47 0 4 2 1
1606507076 48 0 4 2 1
1606507629 49 0 4 2 1
1606511745 50 0 4 2 1
1606511833 51 0 4 2 1
1606519720 51 1 4 2 1
1606519864 51 2 4 2 1
1606519941 51 3 4 2 1
1606520049 51 4 4 2 1
1606520287 51 5 4 2 1
1606521463 51 6 4 2 1
1606526207 52 6 4 2 1
1606526213 53 6 4 2 1
1606526297 53 6 5 2 1
1606526637 54 6 5 2 1
1606578956 54 6 5 3 1
1606582913 55 6 5 3 1
1606582929 56 6 5 3 1
1606585269 57 6 5 3 1
1606591082 58 6 5 3 1
1606591204 59 6 5 3 1
1606642466 60 6 5 3 1
1606657481 61 6 5 3 1
1606659694 62 6 5 3 1
1606667840 63 6 5 3 1
1606674232 64 6 5 3 1
1606675881 65 6 5 3 1
1606679751 66 6 5 3 1
1606682118 67 6 5 3 1
1606682395 68 6 5 3 1
1606683303 69 6 5 3 1
1606685580 70 6 5 3 1
1606687575 71 6 5 3 1
1606688587 72 6 5 3 1
1606695221 72 7 5 3 1
1606698554 72 8 5 3 1
1606726415 73 8 5 3 1
1606728036 74 8 5 3 1
1606728754 75 8 5 3 1
1606734105 75 9 5 3 1
1606734178 75 10 5 3 1
1606734220 75 11 5 3 1
1606734248 75 12 5 3 1
1606739500 76 12 5 3 1
1606741607 77 12 5 3 1
1606742869 77 13 5 3 1
1606742920 77 14 5 3 1
1606742943 78 14 5 3 1
1606742998 79 14 5 3 1
1606743225 80 14 5 3 1
1606746540 80 15 5 3 1
1606746666 81 15 5 3 1
1606838529 82 15 5 3 1
1606839272 83 15 5 3 1
1606841251 84 15 5 3 1
